key,ar,en,es,ja
footer.nonProfitSection.textOne,فيروفي هي مؤسسة غير ربحية في كاليفورنيا معترف بها من قبل دائرة الإيرادات الداخلية الأمريكية (IRS) كمنظمة خيرية معفاة من الضرائب بموجب القسم 501(c)(3) من قانون الإيرادات الداخلية.,Virufy is a California nonprofit corporation recognized by the United States Internal Revenue Service (IRS) as a tax-exempt public charity under Section 501(c)(3) of the Internal Revenue Code.,Virufy es una corporación sin fines de lucro registrada en California y reconocida por el Servicio de Impuestos Internos (IRS) de los Estados Unidos como una organización benéfica pública exenta de impuestos bajo la Sección 501(c)(3) del Código de Rentas Internas.,Virufyは、米国内国歳入庁（IRS）により、内国歳入法第501条（c）（3）に基づく非課税公益法人として認められたカリフォルニア州の非営利法人です。
footer.nonProfitSection.textTwo,©2025 فيروفي | فيروفي هي علامة تجارية لمؤسسة الكشف عن كوفيد، وهي مؤسسة غير ربحية في كاليفورنيا | جميع الحقوق محفوظة,"©2025 Virufy | VIRUFY is a trademark of The Covid Detection Foundation, a California nonprofit corporation | All rights reserved","©2025 Virufy | VIRUFY es una marca registrada de The Covid Detection Foundation, una corporación sin fines de lucro en California | Todos los derechos reservados",©2025 Virufy | VIRUFYは、カリフォルニア州の非営利団体The Covid Detection Foundationの商標です。 | 無断転載禁止
home.introSection.text,Virufy رحبًا بك في,Welcome to Virufy,Bienvenido a Virufy,Virufyへようこそ
home.introSection.text2,رفيقك الرقمي للصحة,Your Digital Health Companion,Tu Compañero de Salud Digital,あなたのデジタルヘルスパートナー
home.introSection.subText.0.0.type,text,text,text,span
home.introSection.subText.0.0.text,"مقدمة عن ","Introducing ","Presentamos ",Virufy
home.introSection.subText.0.1.type,span,span,span,text
home.introSection.subText.0.1.text,Virufy,Virufy,Virufy,は、高度な音声処理技術と生成AIアルゴリズムを活用し、呼吸パターンを分析することで、潜在的な感染症の兆候を把握する最先端のアプリです。
home.introSection.subText.0.2.type,text,text,text,
home.introSection.subText.0.2.text,", التطبيق المتطور الذي يستخدم خوارزميات الصوت المتقدمة والذكاء الاصطناعي التوليدي لتحليل أنماط تنفسك وتقديم رؤى حول أعراض العدوى المحتملة.",", the cutting-edge app that utilizes advanced audio and generative AI algorithms to analyze your breathing and cough patterns and provide insights into potential infection symptoms.",", la aplicación de vanguardia que utiliza algoritmos avanzados de audio e IA generativa para analizar tus patrones de respiración y proporcionar información sobre posibles síntomas de infección.",
home.introSection.subText.1.0.type,text,text,text,text
home.introSection.subText.1.0.text,نهجنا المبتكر يهدف إلى تقديم فحص أولي متقدّم لأمراض الجهاز التنفسي للمرضى والأطباء والحكومات، خاصة في البلدان منخفضة الدخل.," Our innovative approach aims to offer superior respiratory disease pre-screening for patients, clinicians and governments, especially in low-income countries.","Nuestro enfoque innovador tiene como objetivo ofrecer una detección previa superior de enfermedades respiratorias para pacientes, médicos y gobiernos, especialmente en países de bajos ingresos.",私たちの革新的なアプローチは、特に所得の低い国々において、患者、臨床医、そして政府機関に対し、より優れた呼吸器疾患のプレスクリーニング（事前スクリーニング）を提供することを目指しています。
home.introSection.subText.2.0.type,text,text,text,text
home.introSection.subText.2.0.text,نطمح لأن نكون المنظمة غير الربحية الرائدة في مجال الكشف عن الأمراض باستخدام التكنولوجيا، من خلال إحداث تحول في الرعاية الصحية العالمية وإلهام الآخرين لدعم هذه المهمة والاستثمار فيها معنا.," We aspire to be the leading nonprofit organization for technology-enabled disease identification, transforming global healthcare and inspiring others to support and invest in this mission with us.","Aspiramos a ser la organización sin fines de lucro líder en la identificación de enfermedades mediante tecnología, transformando la atención médica global e inspirando a otros a apoyar e invertir en esta misión con nosotros.",私たちは、テクノロジーで病気の特定を可能にする分野において、世界をリードする非営利団体になるという高い目標を掲げています。世界の医療に変革をもたらし、より多くの方々がこのミッションを私たちと共に支援し、投資してくださるよう働きかけていきます。
home.introSection.buttonText,أرسل صوت سعالك,Share your cough,Comparte tu tos,咳の音を送信する
home.introSection.disclaimers.0,*أي جهاز يحتوي على متصفح ويب وميكروفون (مثل iPhone، Android، الكمبيوتر المحمول، iPad).,"*Any device with a web browser and microphone (e.g. iPhone, Android, laptop, iPad).","*Cualquier dispositivo con un navegador web y micrófono (por ejemplo, iPhone, Android, laptop, iPad).",*ウェブブラウザとマイクを搭載したデバイス（iPhone、Android、パソコン、iPadなど）
home.introSection.disclaimers.1,*التطبيق لا يزال قيد التطوير، دعمنا من خلال المساهمة بأصوات سعالكم في تطبيق جمع البيانات لدينا.,"*The app is still under development, support us by contributing your cough sounds into our data collection app.","*La aplicación aún está en desarrollo, apóyanos contribuyendo con tus sonidos de tos en nuestra aplicación de recolección de datos.",*現在、アプリは開発中です。データ収集のため、データ提供のご協力お願いします。
home.introSection.mainText2,كيف يعمل,How It Works,Cómo Funciona,仕組み
home.introSection.subText2.0.type,text,text,text,text
home.introSection.subText2.0.text,"مع مجرد سعال متعمد في ميكروفون جهازك، ","With just a simple intentional cough into your device's microphone, ","Con solo una simple tos intencional en el micrófono de tu dispositivo, ",デバイスのマイクに向かって咳をするだけで、
home.introSection.subText2.1.type,span,span,span,span
home.introSection.subText2.1.text,Virufy,Virufy,Virufy,Virufy
home.introSection.subText2.2.type,text,text,text,text
home.introSection.subText2.2.text," يستخدم قوة الذكاء الاصطناعي لاكتشاف أنماط الصوت الفريدة المرتبطة بالأمراض التنفسية، مثل COVID-19، السل، الإنفلونزا، RSV، مرض الانسداد الرئوي المزمن، والربو."," harnesses the power of artificial intelligence to detect unique sound patterns associated with respiratory diseases, such as COVID-19, TB, flu, RSV, COPD, and asthma."," aprovecha el poder de la inteligencia artificial para detectar patrones de sonido únicos asociados con enfermedades respiratorias, como COVID-19, tuberculosis, gripe, RSV, EPOC y asma.",は人工知能を活用し、新型コロナウイルス、結核、インフルエンザ、RSウイルス、COPD、喘息などの呼吸器疾患に関連する独自の音パターンを検出します。
home.section2.text,صحتك هي أولويتنا,"Your Health, Our Priority","Tu Salud, Nuestra Prioridad",あなたの健康は私たちの最優先事項
home.section2.subtext,في فيروفي، صحتك هي محور كل ما نقوم به. نحن نولي الأولوية للخصوصية، مما يضمن أن تظل بياناتك آمنة وسرية.,"At Virufy, your well-being is at the heart of everything we do. We prioritize privacy, ensuring that your data remains secure and confidential.","En Virufy, tu bienestar está en el centro de todo lo que hacemos. Priorizamos la privacidad, asegurando que tus datos se mantengan seguros y confidenciales.",Virufyは、あなたの健康を第一に考えています。私たちはプライバシーを重視し、お客様のデータが安全かつ機密に保護されることを保証します。
home.section2.title.0,تحليل فوري,Instant Analysis,Análisis Instantáneo,即時分析
home.section2.title.1,خصوصية في المنزل,At-home Anonymity,Anonimato en Casa,匿名でどこでも使用可能
home.section2.title.2,واجهة مستخدم سهلة,User-Friendly Interface,Interfaz Amigable,使いやすいインターフェース
home.section2.sub.0,استجابة سريعة لخصائص السعال الخاصة بك ونمط الشذوذ بناءً على نمط صوت السعال,Rapid feedback on your cough's characteristics and abnormality profile based on the sound pattern of your cough,Retroalimentación rápida sobre las características de tu tos y el perfil de anomalía basado en el patrón de sonido de tu tos.,咳の音のパターンに基づいて、咳の特徴と異常に関するフィードバックをすぐに受け取ることができます。
home.section2.sub.1,اشعر بالأمان عندما تعلم أن نتائجك مخصصة لعينيك فقط.,Feel secure knowing that your results are only for your eyes.,Siéntete seguro sabiendo que tus resultados son solo para ti.,結果はあなたのみが見ることになるため、安心してお使いいただけます。
home.section2.sub.2,تصميم بديهي لسهولة التنقل وتجربة مستخدم سلسة.,Intuitive design for easy navigation and seamless user experience.,Diseño intuitivo para facilitar la navegación y una experiencia de usuario fluida.,直感的なデザインで、簡単に操作でき、シームレスな顧客体験を実現します。
home.section2.disclaimer,*فيروفي ليس بديلاً عن الاستشارة الطبية المهنية أو التشخيص أو العلاج. يُنصح المستخدمون بالتشاور مع مقدم رعاية صحية مرخص بشأن أي مخاوف أو قرارات طبية.,"*Virufy is not a substitute for professional medical advice, diagnosis, or treatment. Users are advised to consult a licensed healthcare provider for any medical concerns or decisions.",*Virufy no reemplazará a un médico y te recuerda que es tu responsabilidad buscar asesoramiento médico de tu doctor.,*AIによる分析結果であり、詳細については専門の医療機関での診断を推奨しております。
